text_content,text_length,emotion,misspellings,label,source
"""(Jeff) Atwater's busy helping his friends and wasting our tax dollars -- $48 million for a government building so lavish it's dubbed the 'Taj Mahal,' $100,000 for a golf musuem, and $110 million to build a private prison to help a big contributor.""",43,neutral,9,0,politifact_json
"""Six justices"" on the U.S. Supreme Court have been ""confirmed in presidential election years since 1912.""",16,neutral,3,1,politifact_json
"CBS News reported that two more suspects were arrested in the Buffalo shooting, and that one more victim was identified.",20,sadness,1,0,politifact_json
"Young people ""have a greater chance of being killed by the HPV vaccine than COVID-19.""",15,neutral,4,0,politifact_json
"Inner-city students ""fall back and don’t succeed, whereas if there was a less intensive track, they would.""",17,neutral,4,0,politifact_json
"A Joe Biden-Bernie Sanders ""unity"" policy document shows ""they want to abolish our police departments. They want to abolish our prisons, I guess.""",23,disgust,3,0,politifact_json
"""It cost us more to shut the government down than to keep it open.""",14,neutral,2,1,politifact_json
"Next year, ""you will be mandated by federal law to get rid of your existing light bulbs.""",17,neutral,2,0,politifact_json
"Says Christopher Miller is ""in charge of the military.""",9,neutral,2,0,politifact_json
"""Mr. Caprio is a career politician who has never worked in the private sector.""",14,neutral,4,0,politifact_json
"Says state Senate leaders have accepted $142,400 in campaign contributions from dentists and pharmacists during the past two years.",19,neutral,1,0,politifact_json
"Expanding the sale of full-strength beer and wine to grocery stores is ""good for everybody.""",15,joy,2,0,politifact_json
"""In this last election in November, ... 63 percent of the American people chose not to vote, ... 80 percent of young people, (and) 75 percent of low-income workers chose not to vote.""",33,neutral,4,0,politifact_json
"""Roy Moore’s accuser arrested and charged with falsification.""",8,sadness,3,0,politifact_json
"""The Rock has lost 48 million followers on his IG and YouTube after coming out for Biden.""",17,sadness,3,0,politifact_json
"A Texas energy company billed a customer more than $200,000.",10,disgust,1,0,politifact_json
"Nigerians are ""burning Chinese stores.""",5,anger,2,0,politifact_json
"""We haven't had any legislation which took away one gun in the past 20 years from anybody in this country--not one.""",21,neutral,4,0,politifact_json
"""The person in charge of the Hillary investigation, Andrew McCabe, got $700,000 from (Hillary Clinton) for wife!""",17,anger,4,0,politifact_json
"""Our own National Security Agency says that (Iran's) nuclear ambitions are advancing, and at the same time ... we are slashing our own nuclear arsenal.""",25,disgust,4,1,politifact_json
"""The Congressional Budget Office, a nonpartisan office, did an analysis and said that passing comprehensive immigration reform will reduce the federal deficit by $200 billion over the next decade.""",29,neutral,2,1,politifact_json
"Says Joe Biden ""tried to cut Social Security and Medicare for decades. … Now Biden’s promising your benefits to illegal immigrants.""",21,anger,4,0,politifact_json
"""When you add a dollar value to mandates,"" government took almost 50 percent ""of the American people’s money.""",18,neutral,3,0,politifact_json
"""Under any objective measure, our static compensation has failed to keep pace with economic realities.""",15,neutral,2,1,politifact_json
"Says history suggests sports will ""quickly subsume a lot of the attention span of the country"" in the presidential primary.",20,neutral,2,0,politifact_json
"""This census is also the shortest and least intrusive count in modern history.""",13,neutral,2,1,politifact_json
"Says the Memphis Police Department ""will no longer respond"" to crimes including larceny, breaking and entering, and motor vehicle theft.",20,neutral,2,0,politifact_json
"Says Jeanne Shaheen has ""voted with the president 99 percent of the time.""",13,neutral,3,1,politifact_json
"""We beat the NRA with tough, tough gun laws"" in Colorado.",11,neutral,3,1,politifact_json
"Says a $12.5 million incentive deal she approved for Abbott Laboratories contained ""strong protections for taxpayers if job creation goals were not met.""",23,neutral,2,0,politifact_json
"Says tax revenue was lower than expected in May and ""that's basically a clear indication the governor's counselors are probably right -- that we are still not out of the woods yet.""",32,neutral,4,0,politifact_json
"""The Constitution simply does not authorize the federal government to own any of this land (in the Western states).""",19,neutral,2,0,politifact_json
Says Ronda Storms voted to fund the 'Taj Mahal' courthouse.,10,sadness,2,1,politifact_json
"Says his promise of 250,000 new private sector jobs was a ""big goal.""",13,neutral,3,1,politifact_json
"""You’re more likely to get struck by lightning in Texas"" than find in-person voter fraud.",15,fear,4,1,politifact_json
"""I had to lay off 48 people last year,"" which has exacerbated the lack of law enforcement officers in the county that respond quickly to crime calls.",27,neutral,2,0,politifact_json
"""Obamacare has caused millions of full-time jobs to become part-time.""",10,neutral,5,0,politifact_json
"""The Republican who was just elected governor of the great state of Florida paid his campaign staffers, not with money, but with American Express gift cards.""",26,neutral,2,0,politifact_json
"""The average student in Florida, what they actually pay out of pocket at our major universities"" for tuition is as much or less than what they spend on cellphones.",29,neutral,2,1,politifact_json
"Says ""I am happy to decline PERS so that the County can save over $68,000 over a four year term that would have been paid on my behalf.""",28,joy,4,0,politifact_json
"Says the tax code is effectively subsidizing ""the marketing efforts of fast food and junk food companies by as much as $19 billion over 10 years.""",26,neutral,2,1,politifact_json
"Poll results from the past 35 years show that State of the Union speeches ""do not move"" presidential approval numbers.",20,neutral,2,1,politifact_json
"Says administrator salaries were increased, ""but other school employees were left behind.""",12,sadness,2,0,politifact_json
"""Teenage births cost Texas taxpayers $1.1 billion in health care, foster care and lost tax revenue in 2010 alone.""",19,sadness,2,0,politifact_json
"Says Donald Trump has ""changed his mind"" on abortion.",9,neutral,2,1,politifact_json
"In a watershed 1958 decision, ""the Warren court asserted by itself that the Supreme Court was supreme over the president and the Congress.""",23,fear,2,0,politifact_json
"The federal government is prohibited ""from negotiating lower prescription drug prices for our senior citizens.""",15,disgust,2,1,politifact_json
"""...the earth moves closer to the sun every year – you know the rotation of the earth. We’re moving closer to the sun.""",23,neutral,5,0,politifact_json
"""$360 million of our tax dollars went straight to ... the Taliban.""",12,neutral,3,1,politifact_json
"""Stopped by Smiley Cookie to pick up some great cookies for the family, along with Rudy.""",16,neutral,2,0,politifact_json
"""Fifty-seven"" of  Rubio's 100 ideas ""ultimately became law.""",8,neutral,5,0,politifact_json
"Says Tom Cotton’s vote in Congress to change Medicare ""will increase out-of-pocket expenses for every senior in Arkansas.""",18,neutral,4,0,politifact_json
"Says unions ""take away"" hard-earned money of teachers, firefighters and police officers to play politics.",15,anger,3,0,politifact_json
"""Existing law right now requires 700 miles of double-layered border fencing"" on the Mexico border.",15,neutral,3,0,politifact_json
"Says under the Affordable Care Act, New Jersey’s ""new (Medicaid) enrollees won’t qualify for the matching federal funds simply because we added them onto the rolls before 2014.""",28,neutral,3,0,politifact_json
"""People want the minimum wage, they want marriage equality, they want women’s health care. There’s issues that actually that really do matter, social issues that matter to the people of this state. So I know Barbara would support those issues, I know the governor hasn’t. You’ve seen the actions he’s taken on them.""",53,neutral,5,1,politifact_json
"Says personhood legislation she sponsored would not have restricted access to reproductive services and was ""simply a statement that I support life.""",22,neutral,3,0,politifact_json
"""A declaration of disaster, has been issued for the state of Texas. House Bill 1177 Allows any Texan who can legally own a firearm to carry their handgun, open or concealed, for a full week after a state or natural disaster is declared.""",43,neutral,2,0,politifact_json
"""The president early on called on NATO member countries to step up their contributions ... and as a result of that countries have stepped up contributions toward their own defense.""",30,neutral,4,0,politifact_json
"""In New Hampshire, 93 percent of Democrats, 79 percent of Republicans, 82 percent of gun owners and 60 percent of NRA households support background checks.""",25,neutral,3,1,politifact_json
"Blocking a U.S. Supreme Court nomination during the remaining months of President Obama’s term ""would leave the nation’s highest court with an unprecedented year-long vacancy.""",25,fear,5,0,politifact_json
Says Filipino news organizations are part of a plot to discredit President Rodrigo Duterte and destabilize his government.,18,anger,1,0,politifact_json
"Attacks on Planned Parenthood ""come at a time when the poverty rate among women is the highest in nearly two decades and 1 in 5 women under 65 don’t have access to health care.""",34,sadness,3,1,politifact_json
"""The Affordable Care Act is the single largest tax increase in my lifetime.""",13,surprise,2,0,politifact_json
"""When the wind stops blowing, that’s the end of your electric.""",11,neutral,3,0,politifact_json
"Says ""about 100,000 kids in this country leave their home state and go to another state to be educated. Out of that 100,000 young people, 30,000 of them are from New Jersey, by far the largest amount.""",37,neutral,4,0,politifact_json
A photo of Trump having a stroke is really a virus that will wipe out all information on your computer.,20,disgust,0,0,politifact_json
"""The largest number of bankruptcies in our country are really as a result of health care.""",16,neutral,2,0,politifact_json
State government spending will be increase 10.7 percent this year.,10,neutral,0,0,politifact_json
"Says a new report shows the ""devastating tax hikes (in the health care law) will have on middle-class Kentuckians.""",19,neutral,3,0,politifact_json
"""Last week Senator Obama's running mate said, get this, 'Raising taxes is patriotic.' """,14,neutral,3,0,politifact_json
"The health care bill ""cuts the deficit by over $1 trillion dollars.""",12,neutral,2,0,politifact_json
"Obama nominee Dawn Johnsen ""called motherhood 'involuntary servitude.'""",8,neutral,4,0,politifact_json
"""We’ve got 115,000 miles of roads in this state and 90% is owned by the locals.""",16,neutral,5,1,politifact_json
"A study of private bail bond systems ""showed that Wisconsin has a higher no-show rate than other states"" of defendants skipping court appearances.",23,neutral,3,0,politifact_json
"""When you look at Wisconsin, in their largest city they normally have roughly 500 polling places. They just had their election a week ago, and they had five. That is ludicrous.""",31,disgust,2,0,politifact_json
"Says Kamala Harris said, ""American churches are PROPAGANDA CENTERS for intolerant homophobic, xenophobic vitriol.""",14,anger,2,0,politifact_json
Bull sharks were released in an Arkansas river.,8,disgust,0,0,politifact_json
Putin beheaded bioweapon engineers in Ukraine.,6,disgust,1,0,politifact_json
"""Akira’ is a 1988 movie about an apocalyptic event taking place months before Tokyo 2020 Olympics, showing the (World Health Organization) advising Japan to postpone the Olympics because of a pandemic risk""",32,fear,4,0,politifact_json
"""Millions of people have given up looking for work altogether.""",10,neutral,2,1,politifact_json
"""We've brought trade cases against China at nearly twice the rate as the last administration.""",15,neutral,3,0,politifact_json
"Says Chris Christie ""has refused to fund pensions by billions of dollars,"" and got legislative approval to begin ""properly funding pensions"" in 2018.",23,sadness,2,1,politifact_json
"France ""wouldn’t buy Texas beef for some reason, yet 76 percent of their energy comes from nuclear power.""",18,neutral,4,1,politifact_json
"""We had already issued several thousand Special Immigrant Visas .. to the (Afghan) translators, when I came into office.""",19,neutral,3,0,politifact_json
"Says Donald Trump ""will not be profiting"" from the G-7 summit meeting to be held at Trump’s Doral resort.",19,neutral,5,0,politifact_json
Oregon’s budget has grown by 49 percent in just four years.,11,neutral,1,1,politifact_json
"""I took on the worst road system in the country, according to Trucker's magazine. When I left, they said it was the most improved road system in the country.""",29,disgust,3,1,politifact_json
"Photo shows Jacob Blake’s ""14-year-old rape victim.""",7,disgust,4,0,politifact_json
"""Southwest Airlines announce they will no longer terminate employees over the mandate.""",12,sadness,2,1,politifact_json
"Says if the AHCA replaces Obamacare it will ""significantly reduce insurance premiums in"" North Carolina.",15,neutral,4,0,politifact_json
"""We have at least 200,000 to 300,000 hate crimes in a given year.""",13,neutral,4,1,politifact_json
"""The Fed created $15 trillion in the bailout process"" and $5 trillion went overseas.",14,neutral,2,0,politifact_json
"""There's no such thing as a lone wolf. ... That was a phrase invented by the last administration to make Americans stupid.""",22,disgust,4,0,politifact_json
"Says Tom Cotton ""voted against preparing America for pandemics like Ebola.""",11,fear,2,0,politifact_json
"Brazil built a $300 million stadium in the Amazon rainforest that ""is only going to be used for four World Cup games,"" and there’s no team ""that can fill it afterwards.""",31,neutral,3,1,politifact_json
"Says that Tennessee Gov. Bill Haslam ""has made it clear by his repeated actions that he will pursue a policy that promotes the interest of Islamist (sic) and their radical ideology as long as he is governor.""",37,neutral,3,0,politifact_json
"Says Section 1325 of U.S. immigration law was ""put into place in 1929, by a segregationist.""",16,neutral,3,1,politifact_json
"""Twenty-five percent of our kids in foster care are there because their parents are involved in drugs.""",17,disgust,3,1,politifact_json
"""Right now, two-thirds of the U.S. Senate is composed of millionaires.""",11,neutral,4,1,politifact_json
"Last year, ""244 suspected terrorists walked into gun shops and attempted to purchase a firearm; 223 were able to get the firearm.""",22,neutral,2,1,politifact_json
"Says Dan Bishop ""took the only vote from either party — the only vote — against pharmacists being able to tell people about lower-cost drugs.""",25,neutral,4,0,politifact_json
"Says Donald Trump's conversion to pro-life beliefs are akin to Justin Bieber's, who said in the past that abortion ""was no big deal to him.""",25,neutral,5,0,politifact_json
"""We are about halfway"" to the president’s goal to cut greenhouse gas emissions and ""about half of that is because of the substitution of natural gas for coal in the power sector.""",32,neutral,3,1,politifact_json
"""BREAKING: Trump family donates $1 billion to wall fund.""",9,surprise,2,0,politifact_json
"Says Romney wants to ""take away early childhood education, slash K-12 funding, and cut college aid … to pay for a $250,000 tax break for multi-millionaires.""",26,anger,6,0,politifact_json
"""The NFL agreed to give the domestic terror group, BLM, 250 million dollars.""",13,neutral,4,0,politifact_json
"""The state of Georgia is near the bottom among states for SAT scores and graduation rates.""",16,neutral,2,1,politifact_json
"Obama ""refused to not only put his hand on his heart during the Pledge of Allegiance, but refused to say the pledge.""",22,disgust,2,0,politifact_json
"Merriam-Webster recently changed its definition of the word ""vaccine"" and removed the immunity portion.",14,neutral,3,0,politifact_json
"Wendy Davis ""was just doing a fund-raiser in Chicago with the international socialists organization.""",14,neutral,3,0,politifact_json
"Barack Obama ""said in 2004 there was no difference between (Obama) and George Bush on the war.""",17,neutral,2,0,politifact_json
"""Mask mandates on children lead to learning loss that harms early childhood development.""",13,neutral,2,0,politifact_json
"""More than 50 percent of those people getting minimum wage in this state are high school students.""",17,neutral,2,0,politifact_json
"Says Donald Trump has written 10 checks to Hillary Clinton ""and four of those checks were not to her Senate campaign. … It was to her presidential campaign.""",28,neutral,3,0,politifact_json
"People on pot ""shoot each other ... stab each other ... strangle each other, drive under the influence, kill families.""",20,anger,2,0,politifact_json
"Rob Cornilles has been endorsed by 20 local mayors, including Independent, Democratic and Republican.",14,neutral,1,0,politifact_json
"""Liberal out-of-state special interests are spending millions on 5 and 6 to change the way Florida draws its congressional and legislative districts.""",22,neutral,3,0,politifact_json
"""Obama's liberal fiscal agenda: Over $874-billion in new spending.""",9,neutral,4,0,politifact_json
"Says Barack Obama is ""trying to slash funding for the Armed Pilots Program designed to prevent terror attacks.""",18,fear,2,1,politifact_json
Georgia crackdown on illegal immigration costs state farmers $400 million last year.,12,anger,0,0,politifact_json
"Since Sherrod Brown and the Democrats ""rammed"" the economic stimulus bill through, ""Ohio's unemployment rate has risen to 9.6 percent, above the national average.""",24,neutral,4,0,politifact_json
Says a photo of Pete Buttigieg in a military uniform was staged.,12,disgust,1,0,politifact_json
"""This governor has given us continual balanced budgets without raising taxes.""",11,neutral,2,0,politifact_json
"Says Ohio Gov. John Kasich had ""the worst rating on spending of any governor in the country, Republican or Democrat.""",20,disgust,3,0,politifact_json
"House Speaker Nancy Pelosi’s ""office was calling the shots on all of their (Capitol security officials’) actions on Jan. 6.""",20,neutral,4,0,politifact_json
"Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money.",11,neutral,2,0,politifact_json
"Says Qassem Soleimani ""assisted in the clandestine travel to Afghanistan of 10 of the 12 terrorists who carried out the September 11 terrorist attacks in the United States.""",28,fear,4,0,politifact_json
"""As of today, no one has the right to film or photograph Mr. Biden as he climbs the flight of stairs. New White House spokesman orders!!?""",26,neutral,3,0,politifact_json
"""Sixty percent of the Hispanics"" support the Arizona immigration law",10,neutral,2,0,politifact_json
"""Both the state and federal governments make more per gallon in gas taxes than the oil companies make themselves for doing all the work.""",24,neutral,2,0,politifact_json
"""We have more kids take the SAT than any other state in the nation. I mean a high percentage of our kids take the SAT.""",25,neutral,2,0,politifact_json
"""The Democrat-controlled Senate, it hasn't passed a budget in more than 1,000 days.""",13,neutral,5,1,politifact_json
"In Wisconsin, a ""second arrest for carrying pot is a felony,"" but a second or subsequent arrest ""for carrying a gun illegally is a misdemeanor.""",25,neutral,2,1,politifact_json
"The IRS scandal ""clearly showed some criminal behavior.""",8,disgust,3,0,politifact_json
"The federal government requires ""COVID passports to visit the movies.""",10,neutral,3,0,politifact_json
"The Republicans and President Donald Trump ""passed a tax bill that gave 80 percent of its benefits to the top 1 percent.""",22,neutral,1,0,politifact_json
"Says Nancy Pelosi’s ""4th husband"" filed for divorce.",8,sadness,5,0,politifact_json
"""The best estimate is that 200,000 people in Wisconsin were either denied or chilled in their efforts to vote"" in the 2016 presidential election.",24,neutral,3,0,politifact_json
"Says that Donald Trump ""supported Charlie Crist.""",7,neutral,3,1,politifact_json
"Photo shows ""Dr. Fauci, Melinda Gates and Barack Obama at the Wuhan Lab in 2015.""",15,neutral,4,0,politifact_json
"Says that in 41 states, government workers ""are better paid than the taxpayers who support them.""",16,neutral,2,0,politifact_json
"""Food Stamp participation hits 10 year low.""",7,neutral,2,1,politifact_json
"Says ""Scott Walker wants to make abortion illegal, even in cases of rape, incest or to protect the life of the mother.""",22,anger,2,1,politifact_json
"""A high school dropout makes on average $19,000 a year, a high school graduate makes $28,000 a year, a college graduate makes $51,000 a year.""",25,neutral,5,1,politifact_json
"New and proposed state laws on voting mean ""if you are going to be standing in that line for all those hours, you can’t have any water or any food.""",30,neutral,3,0,politifact_json
"Says President Barack Obama ""himself has granted waivers allowing into the United States refugees who provided material support to terrorists.""",20,neutral,2,0,politifact_json
Says states that passed anti-illegal-immigrant legislation also had few Hispanic legislators.,11,neutral,1,1,politifact_json
"A proposed ban on hollow-point bullets and bullets that expand upon impact ""essentially bans deer hunting.""",16,disgust,3,1,politifact_json
"""Donald Trump and Thom Tillis opposed legislation that would lower the price of insulin and other prescription drugs.""",18,anger,4,1,politifact_json
"Says the NC elections board received ""no calls"" after alerting Bladen County voters to possible absentee ballot fraud.",18,neutral,4,0,politifact_json
"""I had the lowest net worth of any American president in the 20th century when I took office.""",18,neutral,3,0,politifact_json
"""Pfizer vaccine kills more people than it saves.""",8,disgust,2,0,politifact_json
"""The Vice President has the power to reject fraudulently chosen electors.""",11,neutral,2,0,politifact_json
"The streetcar project proposed for downtown Milwaukee ""would actually take precious revenue away"" from the Milwaukee Public Schools.",18,neutral,2,0,politifact_json
"Gov. Scott Walker bought ""80 new, brand-new vehicles"" for the state that ""we probably don’t need.""",16,neutral,4,0,politifact_json
"""Right now, in every major poll, national poll and statewide poll done in the last month, six weeks, we are defeating Trump, often by big numbers and always at a larger margin than Secretary Clinton is.""",36,neutral,2,1,politifact_json
"""America has lost nearly one third of its manufacturing jobs since 1997, following the enactment of disastrous trade deals supported by Bill and Hillary Clinton.""",25,sadness,2,0,politifact_json
"""There’s actually 600 abortions done after the 20th week of pregnancy every year in Ohio.""",15,neutral,4,1,politifact_json
"In Ohio, ""each year an estimated 1,000 children become victims of human trafficking, and over 3,000 more are at risk.""",20,fear,4,0,politifact_json
"CNN staged a fire in Edmonton, Canada, and claimed it was filmed in Ukraine.",14,anger,1,0,politifact_json
"""The Declaration of Independence was written on paper made out of hemp.""",12,neutral,2,0,politifact_json
"Sen. Marco Rubio ""refuses to accept the basic science"" on climate change and is ""a climate change denier.""",18,disgust,4,1,politifact_json
"College tuition ""costs have risen by 25 percent under the Democrats.""",11,neutral,2,0,politifact_json
"Says that with President Obama's re-election, state and federal income tax rates for some taxpayers will rise ""to roughly 65 percent.""",21,neutral,4,0,politifact_json
"President Joe Biden was confused, ""turned around and shook hands with thin air"" after a speech.",16,fear,2,0,politifact_json
"Says ""the No. 2 cause of death in the U.S. (for) women under 50 is being killed by their spouse or domestic partner.""",23,sadness,3,0,politifact_json
"""The violent crime rate has risen, and the homicide rate has risen by more than 20 percent in just two years, really after 30 years of decline in violent crime.""",30,anger,2,1,politifact_json
"""Before NAFTA, trade between the US and Mexico was around $50 billion. Now it stands at more than $500 billion.""",20,neutral,3,1,politifact_json
Says Austin Mayor Lee Leffingwell voted for a toll lane on MoPac.,12,sadness,2,1,politifact_json
"""Our doctors get more money if somebody dies from COVID. … So what they do is they say, ‘I'm sorry, but, you know, everybody dies of COVID.’""",27,sadness,7,0,politifact_json
"Tom Reed ""has actually voted for every single trade deal that has ever come before him in any form.""",19,neutral,2,1,politifact_json
"""Phoenix, Arizona, is the No. 2 kidnapping capital of the world.""",11,neutral,2,0,politifact_json
"""There are more members of the U.S. Senate than the number of WI families who would benefit from GOP estate tax break.""",22,neutral,5,1,politifact_json
"""Joe Biden is handing our power grid to the Chinese Communist Party.""",12,anger,2,0,politifact_json
"""The first so-called second hand information ‘Whistleblower’ got my phone conversation almost completely wrong.""",14,fear,6,0,politifact_json
"""Barack (Obama) has one of his biggest supporters in terms of funding, the Exelon Corporation, which has spent millions of dollars trying to make Yucca Mountain the waste depository.""",29,neutral,3,1,politifact_json
"Says there were multiple instances of voter fraud in Wood County, Ohio.",12,neutral,0,0,politifact_json
"Small businesses in West Virginia make up ""99 percent of the total number of businesses in the state"" and employ ""nearly 50 percent of the state’s workforce.""",27,neutral,3,1,politifact_json
"Says ""the Kardashians donate whopping sum to Las Vegas mass shooting victims""",12,sadness,4,0,politifact_json
"""Johns Hopkins University confirms: You can be vaccinated with a PCR test, even without knowing""",15,neutral,3,0,politifact_json
"A Republican housing finance reform bill ""would eliminate a person’s ability to obtain 15- and 30-year mortgages.""",17,disgust,5,0,politifact_json
"The Internal Revenue Service spent $60,000 on a ""Star Trek"" training video.",12,neutral,3,0,politifact_json
"""The Walton family of Walmart ... This one family owns more wealth than the bottom 40 percent of the American people.""",21,neutral,3,1,politifact_json
"""Dark money is paying for over 80 percent of (Kavanaugh’s) ads.""",11,neutral,4,0,politifact_json
A photograph shows members of the U.S. women’s soccer team kneeling during the national anthem at the Tokyo Olympics.,19,disgust,2,0,politifact_json
"Says Gov. Mike Pence and Rep. Mike Coffman ""take the same positions on a number of things ... Coffman and Pence oppose equal rights for LGBT Americans.""",27,anger,6,0,politifact_json
"Of the Trump administration’s European travel restrictions that exempt the U.K.: ""Well, you can just get into the Chunnel, and you’ll be in the U.K.""",25,neutral,7,0,politifact_json
"According to the Census Bureau, ""5 million more people voted than were registered to vote"" in the 2020 election.",19,neutral,2,0,politifact_json
"Rudy Giuliani is ""probably the most underqualified man since George Bush to seek the presidency.""",15,neutral,3,0,politifact_json
"Says ""For the first time in our state’s history, the Pride flag has been raised at our State Capitol!!""",19,neutral,3,0,politifact_json
"""We have the highest rate of childhood poverty of any major country on Earth.""",14,neutral,2,0,politifact_json
"""We will have more people enter our country illegally than were born in this country in one year.""",18,neutral,2,0,politifact_json
"""Ron Johnson is trying to let insurance companies deny coverage to people with pre-existing conditions like cancer, depression, pregnancy, diabetes—or even COVID.""",22,anger,5,0,politifact_json
"""The tuitions in Virginia colleges...have doubled -- 100 percent -- in the last 10 years.""",15,surprise,5,1,politifact_json
"Says Michigan Gov. Gretchen Whitmer’s family spent May 20 at her second home, breaking her own stay-at-home orders.",18,sadness,3,0,politifact_json
"""Ohio’s Planned Parenthood operations received millions of taxpayer dollars via federal grants in 2010 and 2011.""",16,neutral,3,1,politifact_json
"""For more than a year, I have been saying that it’s time for Congress to act and begin impeachment proceedings.""",20,neutral,3,0,politifact_json
"Says Kelli Ward ""called for restraint in fighting terrorism.""",9,fear,2,0,politifact_json
"""It is a greater crime to have an untagged alligator than to host an open house party (for kids).""",19,disgust,2,1,politifact_json
"""Hillary Clinton leaves the country as Mueller indictment is announced.""",10,neutral,2,0,politifact_json
"Says President Barack Obama’s approval rating ""gained 3 points in the last couple months.""",14,neutral,3,1,politifact_json
"""I’m the only candidate for Milwaukee County executive that has voted against increasing government pensions.""",15,neutral,3,1,politifact_json
"Says that since he took office, ""there have been no large-scale attacks on the United States.""",16,neutral,3,0,politifact_json
"Says she made an ""accurate prediction"" that if Barack Obama were elected it would encourage Russia to invade Ukraine.",19,fear,2,0,politifact_json
"Quotes Rep.-elect Ilhan Omar as saying, ""I think all white men should be put in chains as slaves because they will never submit to Islam.""",25,neutral,4,0,politifact_json
"""Illegal aliens will receive $1,400 stimulus checks.""",7,neutral,3,0,politifact_json
"""We went from a $5.6 trillion surplus that George Bush inherited to over ... $11-plus trillion debt when George Bush left office.""",22,neutral,4,0,politifact_json
"More than 80 percent of Georgians don’t support legislation to ease gun restrictions in houses of worship, in bars and on campuses.",22,neutral,1,0,politifact_json
"""The Affordable Care Act is bringing the cost of health care in our country down.""",15,neutral,2,0,politifact_json
"Says Mark Warner told PolitiFact National's ""Lie of the Year"" in 2013.",12,neutral,4,0,politifact_json
"""I deployed the Texas National Guard"" to the Texas-Mexico border. ""And the policy worked; apprehensions at the border declined 74 percent.""",21,neutral,3,0,politifact_json
"Photo shows ""‘kids in cages’ taken in 2014 under the Obama admin.""",12,neutral,5,0,politifact_json
"""I supported tort reform with regard to securities...product liability...interstate commerce.""",10,neutral,3,1,politifact_json
"""U.S. comedian Kevin Hart in critical condition after gory car crash.""",11,sadness,3,0,politifact_json
"The Green New Deal ""would put a $600,000 tax burden on every household.""",13,neutral,3,0,politifact_json
"Says she’s ""leading the fight"" to ""force insurance companies to cover pre-existing conditions.""",13,neutral,4,0,politifact_json
"Says Marco Rubio said that ""felons should not have their voting rights restored"" but that ""convicted felons should be allowed to own guns after they have done their time.""",29,neutral,3,0,politifact_json
"The Associated Press called Charlie Crist's attacks ""over the top,"" ""out of context,"" and ""not true.""",16,disgust,4,1,politifact_json
Says photo shows U.S. planes on fire after Iranian missile strikes in Iraq.,13,anger,1,0,politifact_json
"Says ""Donald Trump was doing a rally in the state of Florida"" the day Trump's son and others met with a Russian lawyer in New York.",26,neutral,3,0,politifact_json
"Siobhan Dunnavant ""wrote the Republican bill that would let insurance companies deny coverage for pre-existing conditions.""",16,neutral,5,0,politifact_json
"With his proposal to cut income and property taxes, Scott Walker is ""increasing the state deficit at a time when borrowing is already at record levels.""",26,disgust,2,0,politifact_json
Republican candidate for governor Nathan Deal fought to weaken Georgia's rape shield law.,13,neutral,1,0,politifact_json
"""While we were in harm’s way in uniform, Kyrsten Sinema was protesting us in a pink tutu and denigrating our service.""",21,anger,5,0,politifact_json
"Americans don't ""care at all"" about Donald Trump's tax returns.",10,neutral,4,0,politifact_json
"No one ""with a concealed carry permit ever committed a mass shooting.""",12,fear,2,0,politifact_json
"The new tax law is ""kicking the American economy into high gear with $5.5 trillion in tax cuts.""",18,neutral,1,0,politifact_json
"Quotes Harriet Tubman as saying, ""I freed a thousand slaves. I could have freed a thousand more if only they knew they were slaves.""",24,neutral,2,0,politifact_json
"Mike Huckabee ""supported taxpayer-funded scholarships for illegal aliens.""",8,neutral,4,1,politifact_json
"""Public sentiment in favor of collective bargaining and in favor of the unions has actually gone up as these governors, I think, have overreached and gone too far and tried to destroy the labor movement.""",35,neutral,2,0,politifact_json
"""Over 200 years ago, the United States had declared war on Islam, and Thomas Jefferson led the charge!""",18,anger,2,0,politifact_json
"Says North Carolinians are ""already paying for"" Medicaid expansion, even though the state hasn’t expanded Medicaid.",16,neutral,4,1,politifact_json
"Says Kay Hagan ""supports waivers for friends of Obama and special treatment for Congress and their staffs.""",17,neutral,3,0,politifact_json
"Says Heidi Heitkamp ""cast the deciding vote to kill the Congressional Review Act that would have repealed a BLM flaring rule that was designed just for North Dakota.""",28,anger,4,0,politifact_json
Says Joe Biden is formally listed as criminal suspect in Ukraine case involving his son.,15,sadness,0,0,politifact_json
"""For our next two years in my state, we will end with a structural surplus of $499 million.""",18,neutral,2,1,politifact_json
"""In one county alone in Ohio, President Obama received 106,258 votes. But there were only 98,213 eligible voters.""",18,neutral,4,0,politifact_json
"""Congressman DeSantis voted to cut Social Security and Medicare"" and ""voted to increase the retirement age.""",16,sadness,3,0,politifact_json
"""In recent years ... the Obama administration was committed to the notion, against all evidence, that we could reset relations with Putin.""",22,neutral,3,0,politifact_json
"""We now have our kids go to school about a month less than most other advanced countries.""",17,neutral,2,0,politifact_json
"""ISIS is infiltrating America and using Syrians to do it.""",10,fear,2,0,politifact_json
"Says that in 1770 ""British parliament banned lipstick, saying it had the power to seduce men into marriage, which was classified as witchcraft.""",23,disgust,2,0,politifact_json
Says John Boehner changed his position on extending Bush tax cuts.,11,sadness,1,0,politifact_json
