clean_text,label,emotion
go look country went exactly started reopen saw infection rate go back,1,neutral
earth warmed last 17 year,0,neutral
every dollar foreign aid agricultural research bring trade country united state generating employment back,0,neutral
fact hamas apparently north american spokesperson endorsing senator obama,1,neutral
five guantanamo detainee swapped bowe bergdahl back battlefield,0,neutral
romneycare top government run health care system,0,neutral
say donald trump talking option using nuclear weapon western european ally,0,anger
spending affordable housing 're spending dix park right,1,neutral
governor virginia ever party sitting president,0,neutral
last month alone apprehended extremist within border sent border region afghanistan pakistan commit new act terror,1,fear
want vote texas use concealed weapon permit valid form identification valid student id n't good enough,1,neutral
say annie 's list political group support third trimester abortion demand,0,disgust
state lieutenant governor many currently discussing need obsolete office,0,neutral
say joe cunningham voted million taxpayer fund go politician campaign pay personal expense tv ad,0,neutral
say barack obama happily photographed holding shirt revolutionary ernesto che guevara 's face,0,joy
say united state treaty apparently 69 country obligated defend border treaty executive treaty authorized congress,0,neutral
say mitt romney proposing tax cut give average 250 000 every millionaire country,1,neutral
oregon federal government one million acre burnt land million tree left rot,0,anger
nancy pelosi may committed violation 18 2071 section 2071 ripped president trump 's state union address violation punishable three year prison,0,disgust
birth control pioneer margaret sanger active participant ku klux klan,0,disgust
80 percent manufacturing agriculture tax credit go claimant making million,1,neutral
klein hold single town hall meeting health care general public invited ask question present view,0,neutral
june 30 july 10 cnn interviewed 17 israeli public official versus one palestinian official,0,neutral
south carolina fastest growing economy southeast,1,neutral
letter president donald trump 22 senator way saying president affirmative requirement legal requirement investigate journalist jamal khashoggi 's disappearance suspected murder,1,neutral
say chelsea clinton tweeted hear bill gate behavior ashamed feel kind man pursues physical relationship underling relation office,0,disgust
everyone country access health care,0,neutral
city notoriously tough crime state like texas florida saw significant increase violent crime city ny,0,anger
every time somebody new get ebola virus mutates,0,neutral
first meeting university wisconsin system official republican governor elect scott walker told prepare cut,0,fear
massachusetts gov romney narrowed gap student different race,0,neutral
rhode island 's voter identification law pushed black democrat house black democrat senate 's fact,1,neutral
highest economic growth decade 1960s income tax rate 90 percent,1,neutral
say qassem soleimani assisted clandestine travel afghanistan 10 12 terrorist carried september 11 terrorist attack united state,0,fear
first volunteer uk coronavirus vaccine trial died,0,sadness
representative voted keep militarizing police received 73 percent campaign money defense industry representative voted stop,1,neutral
jeanne shaheen new hampshire senator deciding vote pas obamacare,0,neutral
say city save estimated 38 dental cost every invested fluoridation,1,neutral
many study indicate longer people get unemployment insurance provides disincentive work,1,neutral
dr herbert smitherman invented crest toothpaste folgers coffee safeguard soap bounce fabric softener,0,neutral
federal government 's 16 billion duplicate program cut,1,neutral
1980 1990 top percent saw income go roughly 80 percent median wage country 10 year went percent,1,neutral
income top percent nearly quadrupled 1979 2007 typical family 's income barely budged,1,neutral
united state actually screening fewer people coronavirus country n't appropriate testing,1,neutral
barack hussein obama force doctor assist homosexual buying surrogate baby,0,disgust
put 10 000 people work electrician plumber sheet metal worker retrofitting state building energy independence efficiency,0,neutral
mosquito population south florida larger many community country,1,neutral
teller paid kickback directing elderly consumer safe deposit risky one,1,disgust
say legislature mary nolan party line democrat showing 100 track record harmony american civil liberty union,1,neutral
north carolina one fastest growing population well fastest growing economy country,1,neutral
operating health care exchange would illegal georgia state legislation passed state,0,anger
would illegal fulton county commission raise county tax rate,1,anger
90 american people think get assault weapon street period,0,neutral
every billion dollar spend highway construction result 47 500 job fact average american sitting traffic 38 hour year,0,neutral
represent fourth poorest congressional district nation,0,neutral
georgia taxpayer would send 000 treasury cover state 's debt,0,neutral
say sen kay hagan missed half senate armed service committee 's hearing 2014,1,sadness
look number murder united state 2009 500 people murdered look around world see large country germany japan 200 less killed year,1,neutral
say barack obama found russia august election november 's lot time nothing,0,neutral
maybe 're calling common cold omicron variant,0,neutral
say kelly ayotte voted yesterday proposal expand background check buyer continue simply go online gun show purchase gun without background check,1,neutral
say hillary clinton saying lately think 'not qualified president,0,fear
social security n't cause debt crisis social security nothing debt crisis,1,neutral
obama 's plan health care reform end exorbitant pocket expense deductible co pay,1,neutral
98 percent small business make less 250 000 would see tax increase barack obama 's plan,1,neutral
say jeff brandes voted allow state run citizen property insurance dump policy onto state unregulated private company,1,neutral
right texas wind power already cheaper dirty fossil fuel,1,disgust
people poorer biden inflation,0,disgust
say 10 day hurricane katrina chamber passed two separate bill amounting 60 billion nearly two month since superstorm sandy nothing passed,1,neutral
get teacher union pay 85 percent 731 're union 've got pay every year also required statute 's called representation fee,1,neutral
recovery gov listed congressional district exist,1,neutral
average cost health insurance florida went 600 month individual 150 month,0,neutral
say hillary clinton helped get done child 's health insurance program,1,neutral
united state right incarcerates african american percentage apartheid south africa,1,disgust
john boehner called repealing rest stimulus would raise tax 110 million middle class people,0,neutral
poverty rate west virginia 19 percent fourth highest country,1,neutral
say bernie sander college sander said something similar conservative wisconsin supreme court justice rebecca bradley written college student 1990s woman legitimate role date rape,0,neutral
first time since world war ii five nuclear powered aircraft carrier docked together,0,neutral
top 25 hedge fund manager making america 's kindergarten teacher combined,1,neutral
milwaukee segregated city america,1,disgust
chris christie led new jersey record breaking credit downgrade,1,neutral
oil company showered regulator mineral management service gift favor essentially allowed conduct safety inspection write regulation,1,neutral
say president donald trump never downplayed virus,0,neutral
today first time fifteen year master lock 's unionized plant milwaukee running full capacity,1,neutral
fbi raided cleveland office linked ukraine biden pelosi kerry romney son getting ten million dollar show job ukraine,0,fear
waiting list chittenden county came office 700 opened new treatment hub st albans reduced number zero,0,neutral
say marco rubio voted deport young people known dreamer,0,sadness
state wisconsin pay plumber engineer attorney much much pay attorney represent poor people,1,disgust
say carlos beruff supported charlie crist even switched party,1,neutral
virginia state steepest drop number abortion 2011 2017,1,neutral
know half hillary clinton 's meeting secretary state given major contributor clinton foundation,0,neutral
photo show photojournalist cry capturing picture aqsa mosque jerusalem,0,sadness
nearly 10 uninsured american get health insurance may equivalent cell phone bill,1,neutral
say evan jenkins position issue joe manchin supporting hillary clinton supporting cap trade supporting planned parenthood many tax increase,0,neutral
say rick santorum voted bridge nowhere,1,neutral
every dollar spend actual peace creation spend 000 way prepare war,0,neutral
say cnn said taliban fighter responsibly wearing mask,0,neutral
say chris christie inherited highest tax america worst unemployment region,1,disgust
say raising state income tax rate millionaire offset property tax resident tax increase 's tax shift,0,neutral
barack obama doubled national debt doubled 's going close 20 trillion leaf,0,neutral
obama instead nominating health professional nominated someone anti gun activist surgeon general,0,disgust
say mitt romney opposes requiring employer cover contraception would eliminate funding planned parenthood,1,sadness
geography poverty changed fundamentally last 15 year concentrated fragile conflict state,1,neutral
time last 25 year state 's unemployment rate exceeded average mary burke commerce secretary,1,neutral
certainly 're going restrictive state land term get medical marijuana prescribed achieved term moving marketplace,1,neutral
president obama 000 tax hike middle class family,0,disgust
federal spending entitlement projected consume revenue 2045,1,neutral
say michigan congressional candidate elissa slotkin parachuted district run congress admitted n't know area,0,neutral
1950s lot people got rich pay top tax rate 90 percent,1,disgust
41 cent every dollar spends borrowed place like china,1,neutral
wisconsin lost 600 farm last year farmer ca n't afford trumpshutdown,1,sadness
cdc delivers grocery cleaning product twice 're quarantine,0,neutral
year ago march 2007 called immediate action address abuse subprime market laid detailed concrete proposal,1,fear
since 2010 republican unaffiliated voter every general election,1,neutral
2013 democratic senate majority senate voted favor gun related legislation sponsored republican sen chuck grassley ted cruz democrat filibustered,0,disgust
part legislative fight abortion right mike coffman co sponsored bill redefine rape,1,anger
say 're losing one voter every 13 minute,1,disgust
homeland security study showed 120 murder took place could prevented community working ice homeland security,0,neutral
say jennifer horn chairwoman republican party owes 92 000 back tax,1,sadness
refusal many federal employee fly coach cost taxpayer 146 million annually,1,anger
delivered flat tax state took state job creation due respect rick perry said texas little bit better,0,neutral
say federal regulation adopted 2011 increased cost vehicle business 10 000,1,neutral
fl guard defended freedom afghanistan iraq put life risk fed govt going cut pay 20,0,anger
every day four north carolinian die medication drug overdose,1,sadness
press conference interestingly one mainstream medium covered,0,surprise
say alexandria ocasio cortez said christianity ignored superstitious nonsense,0,anger
tax fee amount 20 percent typical 300 round trip domestic ticket 's higher tax product like alcohol tobacco firearm,1,neutral
n't understand republican idea john mccain introduced cap trade legislation three time,1,surprise
post soviet industrial meltdown responsible progress reducing carbon emission europe able claim,1,neutral
say president donald trump talking exterminating latino,0,disgust
deficit year could pay 2013 salary every professional baseball player next 248 year,1,neutral
new jersey alone home state facing ten half billion dollar shortfall 2012 fiscal budget mean cut state local spending education mean kid hurt,0,sadness
say subject 60 book,1,neutral
say since 2000 austin 's tax burden rose 40 percent family income rose 20 percent,1,neutral
gas north carolina increased 14 cent per gallon past week highest nation,1,neutral
real law texas say 's illegal six dildo,1,neutral
say 94 percent marco rubio 's constituent support universal background check,1,neutral
welder coming tech school 28 hour pipefitters making six figure,0,neutral
say donald trump democrat longer last decade republican,0,neutral
haul operated antifa activist distributed shield weapon black bloc protester louisville ky linked george soros funded initiative,0,neutral
since took office 319 000 new private sector job created georgia nearly 93 000 coming past 12 month,1,neutral
gov bob mcdonnell 's budget plan take money classroom pave road,1,anger
florida driver cell phone hand ticketed 250 sent driving school,0,anger
racism physically built highway,1,disgust
probability biden winning wisconsin georgia michigan pennsylvania given president trump 's early lead less one quadrillion state,0,neutral
city currently use percent less electricity today used 1989,1,neutral
close half child california near poverty consider cost living,1,neutral
say president barack obama granted waiver allowing united state refugee provided material support terrorist,0,neutral
even house intelligence chairman adam schiff 's republican colleague allowed scif house impeachment investigation,0,neutral
missouri nation holding tuition increase public university,1,neutral
one black owned restaurant michigan received loan paycheck protection program,0,neutral
go back 2005 quadrupled number border patrol agent,0,neutral
tommy thompson wanted implant data chip human,1,neutral
six nation 's 10 wealthiest county according median income around washington area,1,neutral
mike martinez cut deal prosecutor avoid facing possible jail time stuck u 24 657 50 legal bill,1,neutral
new medical diagnosis code designated people decline vaccine used help determine go education camp,0,neutral
day republican state leader resigned disgrace shred truck rolled republican headquarters,1,disgust
say mitt romney director company stole million medicare,1,disgust
say bill nelson voted cut medicare provider voted weaken social security protection senator,0,disgust
're low wage worker 're single n't child 're literally taxing poverty,1,disgust
say paid family leave program standard five nation around world,1,neutral
average take 300 american working solid year make much money one top ceo,1,neutral
know u population growth lowest since great depression,1,surprise
president obama 60 percent gm union buddy almost 20 percent,1,neutral
despite rhetoric democrat politician people employed year point history wisconsin,1,neutral
north carolina pandemic among lowest covid related death well job loss per caput,1,neutral
highest per pupil cost country,1,neutral
religious liberty bill proposed georgia house representative specifically exclude corporation mean legally claim religious exemption,1,neutral
unemployment low everyone two job unemployment low people working 60 70 80 hour week barely feed family,0,neutral
federal government prohibited negotiating lower prescription drug price senior citizen,1,disgust
wrote 2006 nancy pelosi said n't think capturing osama bin laden make u safer 2011 called killing historic,0,neutral
wisconsin dead last creating new business three year row,0,neutral
idea putting confederate monument actually n't happen right civil war happened 1960s,0,neutral
national guard fill cop refuse get vaccinated,0,neutral
say worked mayor commissioner help save school year budget crisis salem threatened cut four week school year including negotiating teacher work free,0,fear
say connie mack member florida delegation voted bill help nasa,1,neutral
john paul stevens protestant supreme court,1,neutral
government armed force stockpiling hundred million round ammunition domestic use,0,neutral
one rhode island child one rhode island eat one serving freshwater fish caught state month,0,neutral
say rick scott oversaw largest medicare fraud nation 's history,1,fear
say 50 percent venture capital go california rest go new york massachusetts,1,neutral
little boy died covid 19 three different country still n't believe medium fakenews,0,fear
compromise tax agreement 99 american family pay nickel estate tax,1,neutral
couple debate ago donald trump said n't support socialized health care 're heartless,0,anger
photo show democratic rep maxine water house speaker nancy pelosi posing smiling front trump 2020 sign,0,joy
video show onlyfans guy campus encouraging daughter porn financial freedom,0,disgust
country higher strict gun law gun violence,0,disgust
hospital doctor mri surgery forth extensively used far expensive country many country ``,1,disgust
even old gen eisenhower saluted military personnel president,0,disgust
gov scott walker 's public school budget student entering kindergarten enjoy state investment education came graduating high school,0,neutral
sequester effect federal government still funding study duck penis,1,neutral
half personal bankruptcy america caused medical bill,1,sadness
upton voted dozen time kick thousand michigan family health insurance eliminate protection preexisting condition,1,anger
wisconsin 38th country term proficiency standard student testing,1,neutral
doctor nurse hospital even pharmaceutical industry aarp say health reform make sense,1,neutral
renewable advanced energy manufacturing project ohio rank first among 50 state,0,neutral
american academy pediatrics support banning gun,1,disgust
increased encounter southwest border april 2022 compared april 2020 attributable change border policy,0,neutral
twice many gun shop mcdonald 's united state,1,neutral
say alaska sen mark begich record supporting carbon tax even pushing harry reid make priority,0,neutral
north american free trade agreement lost thousand plant,1,disgust
wisconsin found 112k vote 3am,0,neutral
congressional republican want take health care million american order pay tax bill,0,anger
say job gain mcmansion state since mr christie took office lagged gain nation whole new york connecticut obvious point comparison,1,neutral
cut unemployment half south bend ind,1,neutral
say merrick garland investigating donald trump 's tax evasion case,0,neutral
fox news sandra smith everybody could see united airline passenger 's behavior genuine american,0,neutral
civil war n't slavery,0,neutral
mitt romney said let foreclosure hit bottom,0,neutral
matt rosendale support plan n't cover pre existing condition,1,neutral
2010 2014 net migration mexico,1,neutral
present spending level citizen new york greater local debt burden texan,1,neutral
say fbi director james comey 's letter new development investigation email went republican member house,0,neutral
senate candidate michelle nunn earned much 300 000 running nonprofit laid 90 worker,1,neutral
say donald trump 's make america great cap made china,0,neutral
donald trump lost iowa caucus ted cruz 2016 immediately cried cruz cheated,1,neutral
say mitt romney flip flopped supporting president 's recovery act,0,neutral
100 000 stimulus fund used martini bar brazilian steakhouse,1,neutral
nra supported background check,1,neutral
libya america spent billion total n't lose single life,1,neutral
new york third lowest rate gun caused death america,1,neutral
people show emergency room sprained ankle 25 percent get opioid prescription,1,neutral
harry reid say nevada 's done unemployment percent 're 14 percent 's done foreclosure rate highest foreclosure rate nation 's done bankruptcy highest bankruptcy rate nation,0,neutral
wisconsin woman earns 80 cent every man earns,1,neutral
wisconsin us voting machine outlawed illegal,0,disgust
say photo show thousand donald trump supporter outside orlando rally,0,neutral
say susana mendoza supporter death penalty could administer sleep like baby night,0,fear
one two state eight consecutive month declining unemployment twenty one state increased unemployment last month went,1,neutral
taking virginia 's investment public education highest level commonwealth 's history,0,neutral
say michelle obama said never proud country til elected husband potus,0,neutral
say north carolinian already paying medicaid expansion even though state n't expanded medicaid,1,neutral
say democratic gubernatorial candidate mary burke proven madison board education support raising tax spending,0,neutral
quote michelle obama saying white folk 's wrong america,0,neutral
putting three republican cabinet unprecedented,1,surprise
say police officer smoke marijuana year part job,0,disgust
bill gate outline 2018 plan depopulate planet,0,neutral
past four year average wage barely budged,1,neutral
say tax plan would n't leave federal government trillion hole,0,neutral
georgia highest gas tax southeast one lowest tax gasoline transportation nation,1,neutral
every worker pay 15 percent payroll tax,0,neutral
people killed terrorist 2015 year ever 80 percent increase 2014,1,fear
resident new york state pay highest tax nation,1,neutral
say state level 're spending tax expenditure public safety health care education combined,1,neutral
spent virtually every weekend since memorial day panhandle,1,neutral
langevin vote party line 98 percent time,1,neutral
'm running office much experience qualification barack obama ran,0,neutral
federal health care law raise tax cut medicare,1,disgust
say new jersey gained 143 000 new private sector job,1,neutral
generous country world come immigration million people year legally immigrate united state,1,neutral
say donald trump 's book art deal advises never admit defeat win n't win claim cheated,0,neutral
say nicole galloway 's campaign bankrolled extremist want defund police,0,disgust
failing civil service encouraged system make difficult fire someone even gross misconduct,1,disgust
image show 90 year old uk woman receiving pfizer covid 19 vaccine appeared online cnn news story october,0,neutral
president george bush added trillion debt president obama 've added trillion debt,1,neutral
today difficult enlist military enroll college,0,neutral
breaking trump remove muslim federal judge trying implement sharia law america,0,neutral
majority team spending dollar offensive side football,1,neutral
united state number deduction available corporation corporate income tax,0,neutral
due recent downturn steel production 13 600 american laid steel industry facing billion loss,1,sadness
say governor took away billion dollar rebate real dollar property tax gone 20 percent,0,neutral
wisconsin 's school voucher program two third money tax voucher went people making 100 000,0,neutral
say release 33 year tax return presidential candidate history,1,neutral
say joe biden pedophile,0,disgust
video show russian soldier using weapon cupboard since soviet time,0,disgust
epstein 's recruiter ghislaine maxwell 's father robert maxwell gave mitt romney first 2m investment started business,0,neutral
proof citizenship n't necessary register vote florida,0,neutral
detroit spent 294 million police last year million health,1,neutral
said dan mccready got nearly million support nancy pelosi aligned dark money org 2018 election cycle right tweeted dark money place politics,1,neutral
texas graduation rate rank 43rd 50 state,1,neutral
2011 alone 269 new jerseyans killed gun violence,1,sadness
say taco bell selling menudo month november,0,neutral
fiscal year 2011 2012 191 abortion paid taxpayer via oregon health plan,1,neutral
barack obama somehow manage add trillion national debt debt 43 president held office compiled together,1,neutral
chile rank third internationally economic freedom rank 17th,0,neutral
400 american 400 wealth half american combined,1,neutral
're keeping creating job state american greeting wendy 's diebold 've gone doorstep keep job right ohio,1,neutral
poverty rate america today n't much better started war poverty,0,neutral
issue make illegal u negotiate enough firefighter job,1,anger
bush administration pulled troop afghanistan pulled resource away wanted invade iraq instead,0,disgust
say cost mueller 's investigation 200 000 benghazi investigation 000 000 trump 's golfing trip 83 000 000 new debt republican tax bill 500 000 000 000,0,neutral
say wearing face mask harmful health going without one,0,disgust
question credibility ally around world regarding withdrawing afghanistan,0,neutral
came office saw missouri 113 000 regulation 's million word 's 40 dictionary worth regulation,1,neutral
household income 000 since year 2000,1,neutral
one dozen senator voted bridge nowhere,1,neutral
say four texas legislator voted law giving state tuition rate certain illegal immigrant,1,neutral
cut spending serving state legislature,1,neutral
say ronald reagan reversed world 's largest tax cut raised tax revenue match expectation,1,disgust
since elected 2002 scott walker given back 370 000 salary county,1,neutral
tanzania farmer face 12 year prison trading seed thanks foreign aid,1,anger
obama czar romanov,1,neutral
northeastern state passed photo id law,1,neutral
red alert major sign voter fraud uncovered ohio,0,fear
jimmy langevin fundraiser retire debt campaign secretary state 12 year ago,0,neutral
say david rivera allowed house republican leader strip key provision stock act would crack insider trading member congress,0,neutral
common core standard take minute teach student add nine plus six,0,neutral
say cascading effect climate change contributed rise isi,1,neutral
ocean become 30 percent acidic,1,neutral
say lloyd doggett voted health care stimulus cap trade bill,1,neutral
creeping defense commitment middle east globally consume half discretionary budget annually,1,neutral
tax go back look 50 year ago individual paid percent total corporation paid percent fast forward 50 year individual still percent corporation percent,1,neutral
say alabama senate candidate doug jones want raise tax,0,anger
say black american 10 time less wealth white american,1,neutral
federal controlled substance act marijuana listed schedule heroin even though marijuana killer drug like heroin,1,disgust
law backed virginia democrat barred local sheriff military equipment would come helpful 95 traffic jam,0,anger
many uninsured american young,1,neutral
nearly 20 resident born abroad,1,neutral
've iraq afghanistan 40 time,0,neutral
say illinois gubernatorial candidate bill brady 's first priority winning primary sponsor bill would mass euthanize sheltered dog cat gas chamber,0,neutral
donald trump 's plan cut federal funding sanctuary city decision supreme court president 's position cut funding across board specific matter hand,1,neutral
've got medical report meet standard mitt romney barack obama,1,neutral
minority graduation rate went level milwaukee madison 80 beloit school superintendent,1,neutral
boccieri voted spend billion dollar hour every hour first 50 day office,0,neutral
nearly 25 percent automobile accident caused texting driving,0,neutral
say austin voter approve seven bond proposition without raising tax,0,neutral
cut business tax today 70 percent business n't pay business tax,1,neutral
sen elect ron johnson 's leadership senate republican adopted caucus ban earmark,1,neutral
today california kicking butt creating job economic growth texas,1,anger
fifty percent republican favor medicare,0,neutral
say middle class new york state resident lowest tax rate 70 year,1,neutral
fox news us photo married couple promoting traditional marriage photo actually sex couple,1,neutral
2013 largest best private sector job growth 've state since 1990s,1,neutral
quarter entire acreage country hemp production north carolina,0,neutral
war afghanistan officially longest war american ever asked endure,1,neutral
thanks action milwaukee county board 2013 budget amount county tax average home city milwaukee would 19 decrease,0,neutral
president trump passed legislation first 100 day president since harry truman,1,neutral
say scott brown co sponsored legislation let employer deny woman coverage birth control,1,anger
stimulus bill contains 20 million removal small medium sized fish passage barrier 25 million rehabilitate roading trail atvs,1,neutral
governor ted strickland left 89 cent ohio 's rainy day fund,1,neutral
84 new electric capacity planned come onto electric grid year clean energy,1,neutral
house representative never sued sitting president history,1,neutral
literally hundred new tax preference loophole added code since 1986 last time,1,neutral
trump destructive person century hitler stalin mao last century may responsible many million death,0,disgust
african american continue arrested nearly three one half time rate white marijuana charge,1,neutral
say trimet spends 63 benefit every 00 spent wage,1,neutral
people n't pretend someone else go vote n't see kind fraud,1,neutral
voter agree november approve one cent sale tax increase give hillsborough county highest sale tax florida county,1,neutral
person 's immune system tank second covid 19 vaccine dose,0,neutral
say oregon 2010 49 percent pregnancy unintended,1,sadness
people n't raise 90 percent american raise 40 year,0,neutral
debt ceiling surpassed nation go default suggest,0,neutral
number daca 800 000 every one person bring entire extended family reach certain status 's million right,0,neutral
per pupil cost blackstone valley prep mayoral academy far outweighs per pupil cost cumberland public school,0,neutral
half million vote sander,1,neutral
adopted modern social security system time average person died old enough get social security,1,neutral
cost renovating headquarters doubled original estimate,1,neutral
say president barack obama condemned shooting targeting police,0,sadness
new orleans nearly 100 percent kid charter school,1,neutral
great lake compact loophole loophole remove water big transport remove container gallon less,1,neutral
say al jazeera mouthpiece terrorist paying jon ossoff thousand dollar hiding,0,anger
texan eat catfish resident state combined,0,neutral
torture illegal law 's illegal international law,1,anger
former la vega raider offensive tackle bruce campbell involved altercation,0,fear
vern buchanan old business caught illegally funneling 60 000 campaign donation buchanan influence election,1,anger
husband never gotten penny money farm,0,neutral
since 1970 clean air act reduced toxic health threatening air pollution 60 percent economy grown 200 percent,1,disgust
long term federal investment airport urgent recent survey top airport world single airport came top 25,1,neutral
former slave nancy green first aunt jemima model died one america 's first black millionaire,0,sadness
believe tax carbon deal aggressively climate change hillary clinton 's position,1,neutral
'denver post actually hired editor promote pot,0,neutral
charter school missouri actually failing greater capacity public school system,0,sadness
fact show approximately 40 person death row appellate review completed await governor 's signature death warrant end case,1,neutral
people running budget corzine year decided steal unemployment trust fund governor simply n't n't done wo n't permit,0,neutral
law democrat gave superintendent public instruction back 2009 ability take failing school current superintendent failed,0,neutral
eleven individual make 30 million got 22 million credit wisconsin 's manufacturing agriculture tax credit,1,neutral
one 17 gop candidate discussed 'd address rising cost college,0,neutral
woman still get paid much men even work period,0,neutral
rick perry become millionaire public payroll,1,neutral
providence pension fund invested hedge fund less transparent state,1,neutral
scott fisher tried expand obamacare texas even voted official resolution force million texan obamacare,0,anger
say nfl commissioner roger goodell interviewed domestic abuse victim janay rice ray rice present every domestic violence agency every law enforcement agency 's,1,neutral
rutgers university kean university montclair state university new jersey city university stockton college rowan university william paterson common graduate less 50 percent student within four year,1,neutral
bush administration 's latest plan troop withdrawal iraq 2011 less time frame announced two year ago,1,neutral
elon musk 's account suspended twitter backing 44b deal,0,sadness
florida enjoying lowest crime rate 39 year,1,neutral
video show volodymr zelensky singing endless love wife,0,sadness
highest rate childhood poverty major country earth,0,neutral
say clint eastwood said one day realize barack obama presidency biggest fraud ever perpetrated american people,1,fear
claim joe biden said coal dangerous terrorist,0,neutral
seventy two percent georgian chance finish college,1,neutral
photo show chris wallace jeffrey epstein epstein 's private island,0,neutral
immigration president said 22 time 22 time could n't eventually,1,neutral
worldwide data confirmed vaccinated developing covid vaccine induced acquired immune deficiency syndrome,0,neutral
american spend billion hour year tax preparation,1,neutral
two day interest pay china enough buy one joint strike fighter jet,1,neutral
say milwaukee mayor tom barrett responsible roughly 800 pay property tax per year,0,neutral
california 's insurance commissioner steve poizner pledged block immigrant child ever getting medical health insurance,0,anger
today unemployment rate percent lowest five year,1,neutral
lag behind many developed nation connectivity speed also paying service,1,neutral
president trump 's tariff taking billion working people 's pocket every month,1,neutral
israel last three week killed palestinian child 200 total number israeli soldier killed military operation since 2006,1,sadness
say chris christie instituted internet sale tax,0,neutral
're likely get struck lightning texas find person voter fraud,1,fear
ninety five percent money used union operated worker training center come employer,0,neutral
study show household neighboring west virginia could hook upwards 70 000 first year alone green new deal,0,neutral
bill young us campaign money among thing luxury car,1,neutral
texas woman make average 355 less per year men job,0,neutral
biden democrat want cap insulin price 35 per month 50 republican senate opposed,0,neutral
federal law requires resident participate government 's american community survey,1,neutral
seeing number 500 000 job created per month creating 115 000 job total april 2012 way way way happen normal recovery,0,neutral
long obamacare caused high premium dismal coverage obamacare premium job based coverage increased 775,0,sadness
photo show chuck schumer kissing child epstein island,0,disgust
covid 19 killing people weak immune system bad doctor,0,neutral
female construction company built florida bridge collapsed,0,fear
bill mccollum explained lack action mortgage fraud saying ca n't everything,1,neutral
11 terrorist friend family girlfriend united state sent back part saudi arabia knew going went home wanted watch boyfriend television,0,anger
became republican sooner life ronald reagan,1,neutral
highest corporate tax rate world right,1,neutral
bill passed gop legislator make harder prosecute people group violate campaign finance law,1,disgust
500 000 troop came home iraq afghanistan ptsd traumatic brain injury,1,fear
say sen john mccain taken money wall street sitting senator,0,neutral
simply country without documentation crime,1,disgust
social security nothing federal deficit,0,neutral
right two third senate composed millionaire,1,neutral
say share u economy government 's support research development fallen nearly two third since 1960s,1,neutral
casting vote republican brian kemp voting democrat,0,neutral
say john elway told nfl player kneel field 're fired spot,0,anger
ebola bad sars 2003,0,neutral
say sen mitch mcconnell recipient contribution lobbyist cycle,1,neutral
say photo show brett kavanaugh passed,0,sadness
sixty four percent american support arizona immigration law ``,1,neutral
say state budget includes spending commercial fortune 500 company,1,neutral
think 're actually ahead legalizing marijuana recreational use new york state,0,neutral
stacey abrams burning flag state seek serve governor,0,anger
puerto rico 's electric grid electric generating plant dead storm ever hit bad shape bankruptcy money largely know largely closed,0,sadness
state major river produce big hydropower,1,neutral
say deborah birx traveled great distance see family thanksgiving call police turn resigned,0,sadness
state cumulatively cut billion mental health service 2009 2011 largest reduction state mental health service half century,1,neutral
senate candidate jack kingston requested earmark ga congressman ga gop member combined,1,neutral
hurricane irma predicted come mexico hit u everything houston,0,neutral
watching know million illegal immigrant cross border many voting past election 's couple week ago,0,neutral
12 white female body garage freezer tagged black life matter,0,neutral
bernie sander opposes death penalty hillary clinton support,1,disgust
green bay packer socialist organization,0,neutral
say texas voter asked act november proposed constitutional amendment affecting property tax,0,neutral
woman childbearing age spend 68 percent pocket health care cost men,1,neutral
affordable care act west virginia 's uninsured rate people 64 19 29 percent today percent,1,neutral
immigrant country right time,1,neutral
cnn headline read member crip gang volunteer fight wildfire sky turn red,0,neutral
say president donald trump candidate mentioned wikileaks 160 time speech last month campaign,1,neutral
say federal income tax rate percent 1913,0,neutral
maurice ferre say kendrick meek voted 98 percent time democrat party,1,neutral
say democratic challenger gina ortiz jones raised money massachusetts texas,0,sadness
say mitt romney flip flopped abortion,1,sadness
siri gave confirmation democrat sinister plan remove sleepy joe immediately using 25th amendment instate kamala harris president,0,fear
say beto o'rourke father law 's bidding el paso city council pushing downtown redevelopment scheme bulldoze poor hispanic neighborhood enriching developer like father law,0,disgust
black child constitute 18 percent nation 's public school population 40 percent child suspended expelled,1,disgust
say mark zandi wrote report criticizing donald trump 's economic proposal one sen john mccain 's former economic adviser,0,neutral
gate foundation tested polio vax india 2000 2017 paralysed 496 000 child,0,fear
got quonset business park free 're getting zero dollar state coffer fact produce job,0,neutral
fbi reopened investigation hillary clinton discovered another 650 000 email,0,neutral
american healthcare system burn 18 percent national gdp nobody else close,1,disgust
video claim moscow turned sea fire attacked two mysterious missile,0,fear
creating 25 job umatilla county impact 500 job metro region,1,neutral
obamacare medical device tax led loss thousand job,0,sadness
georgia 's senator voted legislation would gut clean air protection increase oil dependence,0,disgust
obama never held single senate hearing afghanistan,1,neutral
community college system state cut reduced funding per student 908,1,neutral
say gauntlet riot capitol,0,fear
congress one job count electoral vote fact cast state,1,neutral
residential property tax providence nearly 27 percent mayor taveras,0,neutral
forty seven percent american pay income tax,1,neutral
republican repeatedly said agree 80 percent 's bill,1,neutral
average cost infant care ga almost 700 yr average state college tuition,0,neutral
law clear 'the monies recouped tarp shall paid general fund treasury reduction public debt,1,neutral
say donald trump mocked someone disability,1,disgust
